iter	Logloss
0	0.4720108698
1	0.3321066593
2	0.227306536
3	0.1515430892
4	0.1074393456
5	0.07406947842
6	0.05453103374
7	0.03720394305
8	0.02702213894
9	0.01913221613
10	0.01370857853
11	0.009963010084
12	0.007848168499
13	0.00619848243
14	0.004889177716
15	0.004032050555
16	0.003359865195
17	0.002789047813
18	0.002380620952
19	0.002050295466
20	0.001764514222
21	0.001537744649
22	0.001310542603
23	0.001133295648
24	0.001022487414
25	0.0009264040262
26	0.0008393652136
27	0.0007397564001
28	0.0006482088243
29	0.0005807101192
30	0.000523062494
31	0.0004852322801
32	0.0004407755982
33	0.0004006780923
34	0.000363349414
35	0.0003352444978
36	0.0003198504455
37	0.0003055886855
38	0.000291714587
39	0.000278831944
40	0.0002600577465
41	0.0002402866719
42	0.0002227893962
43	0.0002169110511
44	0.0002113925016
45	0.0002061819698
46	0.0002009658445
47	0.0001960679402
48	0.0001915244482
49	0.0001827369834
50	0.0001722660662
51	0.0001656627659
52	0.0001637971229
53	0.0001619269401
54	0.0001601631425
55	0.0001584162001
56	0.0001566431153
57	0.000154894246
58	0.0001531939397
59	0.0001515494632
60	0.0001499827179
61	0.0001483992144
62	0.0001468299898
63	0.0001418528705
64	0.0001390692311
65	0.0001364198631
66	0.0001303268905
67	0.0001303268905
68	0.0001303268905
69	0.0001303268905
70	0.0001303268905
71	0.0001303268905
72	0.0001303268905
73	0.0001303268905
74	0.0001303268905
75	0.0001303268905
76	0.0001303268905
77	0.0001303268905
78	0.0001303268905
79	0.0001303268905
80	0.0001303268905
81	0.0001303268905
82	0.0001303268905
83	0.0001303268905
84	0.0001303268905
85	0.0001303268905
86	0.0001303268905
87	0.0001303268905
88	0.0001303268905
89	0.0001303268905
90	0.0001303268905
91	0.0001303268905
92	0.0001303268905
93	0.0001303268905
94	0.0001303268905
95	0.0001303268905
96	0.0001303268905
97	0.0001303268905
98	0.0001303268905
99	0.0001303268905
100	0.0001303268905
101	0.0001303268905
102	0.0001303268905
103	0.0001303268905
104	0.0001303268905
105	0.0001303268905
106	0.0001303268905
107	0.0001303268905
108	0.0001303268905
109	0.0001303268905
110	0.0001303268905
111	0.0001303268905
112	0.0001303268905
113	0.0001303268905
114	0.0001303268905
115	0.0001303268905
116	0.0001303268905
117	0.0001303268905
118	0.0001303268905
119	0.0001303268905
